,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,35893.0,35675.0,36069.0,36053.0,39037.0,37098.0,34776.0,37574.0,35047.0,38535.0,37734.0,35014.0,38907.0,36277.0,35308.0,36572.0,524288
1,38741.0,36113.0,35283.0,37069.0,36313.0,36728.0,34638.0,35413.0,36938.0,37135.0,38143.0,35523.0,35768.0,36935.0,35227.0,34364.0,524288
2,13769.0,11942.0,11952.0,12472.0,12346.0,12471.0,11854.0,12008.0,12198.0,12317.0,13633.0,12497.0,12243.0,12188.0,11993.0,12155.0,524288
3,4004.0,4197.0,3980.0,4157.0,4682.0,4454.0,3924.0,4305.0,4124.0,4858.0,5165.0,4271.0,4486.0,4294.0,4483.0,4264.0,131072
4,2165.0,2335.0,1925.0,2392.0,2644.0,2459.0,2363.0,2505.0,2483.0,2883.0,2868.0,2601.0,2509.0,2451.0,2772.0,2335.0,131072
5,344.0,497.0,537.0,602.0,794.0,659.0,598.0,727.0,698.0,882.0,820.0,712.0,794.0,654.0,694.0,777.0,32768
6,490.0,684.0,725.0,928.0,1147.0,875.0,966.0,1091.0,959.0,1287.0,976.0,1098.0,1177.0,857.0,1062.0,983.0,32768
7,39.0,44.0,59.0,104.0,145.0,110.0,106.0,139.0,138.0,166.0,158.0,118.0,177.0,106.0,125.0,132.0,8192
8,48.0,79.0,125.0,180.0,292.0,193.0,203.0,236.0,221.0,266.0,261.0,217.0,291.0,166.0,229.0,247.0,8192
9,0.0,0.0,3.0,6.0,14.0,5.0,5.0,9.0,10.0,10.0,11.0,9.0,15.0,6.0,11.0,12.0,2048
10,0.0,0.0,4.0,32.0,51.0,25.0,20.0,29.0,47.0,34.0,51.0,27.0,52.0,15.0,26.0,38.0,2048
11,0.0,0.0,28.0,1.0,6.0,13.0,8.0,10.0,10.0,4.0,13.0,12.0,9.0,9.0,9.0,11.0,512
12,0.0,0.0,7.0,0.0,12.0,8.0,6.0,8.0,12.0,4.0,16.0,6.0,17.0,2.0,7.0,8.0,512
13,12.0,20.0,18.0,20.0,17.0,21.0,18.0,17.0,19.0,20.0,16.0,20.0,17.0,22.0,17.0,21.0,128
14,5.0,20.0,19.0,18.0,17.0,14.0,15.0,14.0,20.0,22.0,19.0,14.0,21.0,18.0,16.0,22.0,128
