,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,9808.0,11075.0,9079.0,9752.0,10904.0,11364.0,11182.0,11473.0,11044.0,11752.0,11511.0,11538.0,11747.0,9987.0,11574.0,9800.0,524288
1,11505.0,13158.0,10556.0,11000.0,12668.0,13118.0,12342.0,12768.0,11915.0,12817.0,12378.0,13132.0,12850.0,11220.0,12836.0,11027.0,524288
2,3079.0,3746.0,3271.0,3627.0,3880.0,4517.0,4050.0,4284.0,3941.0,4027.0,4033.0,4335.0,4164.0,3622.0,4173.0,3509.0,524288
3,861.0,1509.0,1299.0,1566.0,1499.0,1788.0,1715.0,1718.0,1640.0,1623.0,1651.0,1768.0,1630.0,1508.0,1594.0,1402.0,131072
4,382.0,744.0,751.0,916.0,943.0,1077.0,1010.0,1041.0,961.0,895.0,1093.0,1081.0,958.0,919.0,931.0,867.0,131072
5,22.0,174.0,186.0,250.0,270.0,297.0,309.0,314.0,294.0,250.0,314.0,323.0,308.0,275.0,257.0,245.0,32768
6,8.0,205.0,247.0,332.0,365.0,404.0,361.0,404.0,406.0,287.0,426.0,424.0,358.0,336.0,329.0,342.0,32768
7,0.0,9.0,36.0,48.0,66.0,45.0,66.0,62.0,59.0,47.0,54.0,75.0,53.0,43.0,55.0,53.0,8192
8,0.0,20.0,72.0,72.0,106.0,75.0,98.0,94.0,118.0,79.0,79.0,109.0,87.0,59.0,92.0,86.0,8192
9,0.0,0.0,0.0,4.0,2.0,3.0,6.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,6.0,2.0,2048
10,0.0,0.0,1.0,10.0,11.0,15.0,16.0,19.0,13.0,23.0,10.0,8.0,10.0,9.0,16.0,11.0,2048
11,0.0,0.0,29.0,3.0,2.0,17.0,10.0,7.0,17.0,2.0,9.0,15.0,10.0,5.0,15.0,5.0,512
12,0.0,0.0,6.0,3.0,2.0,4.0,5.0,4.0,7.0,1.0,6.0,4.0,5.0,4.0,4.0,1.0,512
13,12.0,20.0,20.0,20.0,17.0,22.0,17.0,19.0,21.0,17.0,21.0,18.0,16.0,25.0,17.0,23.0,128
14,5.0,20.0,13.0,15.0,14.0,17.0,15.0,18.0,20.0,10.0,22.0,11.0,19.0,21.0,22.0,19.0,128
