,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,7341.0,9220.0,8985.0,9284.0,9762.0,9517.0,9595.0,9829.0,9612.0,9750.0,9599.0,9769.0,9369.0,9296.0,9034.0,9472.0,524288
1,10242.0,11815.0,10570.0,11742.0,11863.0,11450.0,11671.0,11961.0,11351.0,11802.0,12145.0,12012.0,11660.0,11035.0,11579.0,11368.0,524288
2,2729.0,3077.0,2824.0,3365.0,3538.0,3437.0,3584.0,3622.0,3516.0,3504.0,3576.0,3669.0,3286.0,3020.0,3307.0,3274.0,524288
3,849.0,1352.0,1271.0,1456.0,1629.0,1696.0,1773.0,1699.0,1676.0,1703.0,1735.0,1683.0,1655.0,1411.0,1568.0,1513.0,131072
4,395.0,667.0,726.0,785.0,863.0,888.0,907.0,866.0,889.0,915.0,873.0,867.0,862.0,746.0,852.0,842.0,131072
5,32.0,207.0,222.0,229.0,289.0,290.0,362.0,289.0,309.0,309.0,313.0,305.0,328.0,244.0,283.0,262.0,32768
6,5.0,215.0,282.0,249.0,302.0,307.0,373.0,276.0,340.0,343.0,351.0,342.0,344.0,253.0,371.0,302.0,32768
7,0.0,5.0,38.0,28.0,56.0,41.0,64.0,45.0,51.0,43.0,56.0,55.0,41.0,44.0,62.0,60.0,8192
8,0.0,9.0,88.0,59.0,102.0,85.0,101.0,76.0,121.0,75.0,112.0,86.0,81.0,86.0,94.0,101.0,8192
9,0.0,0.0,1.0,1.0,7.0,5.0,7.0,5.0,9.0,2.0,5.0,3.0,1.0,4.0,10.0,4.0,2048
10,0.0,0.0,0.0,6.0,13.0,14.0,23.0,19.0,17.0,5.0,15.0,11.0,4.0,13.0,20.0,18.0,2048
11,0.0,0.0,32.0,0.0,2.0,16.0,11.0,8.0,14.0,8.0,12.0,12.0,5.0,10.0,17.0,6.0,512
12,0.0,0.0,6.0,1.0,2.0,8.0,4.0,6.0,5.0,0.0,4.0,5.0,0.0,3.0,13.0,5.0,512
13,12.0,20.0,20.0,20.0,16.0,24.0,15.0,23.0,18.0,19.0,22.0,19.0,18.0,21.0,18.0,22.0,128
14,5.0,20.0,18.0,16.0,16.0,20.0,14.0,12.0,19.0,13.0,15.0,17.0,14.0,16.0,18.0,17.0,128
