,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,11067.0,11464.0,11368.0,10828.0,11483.0,11485.0,10875.0,11113.0,10315.0,10149.0,10524.0,10899.0,11230.0,11654.0,10019.0,9976.0,524288
1,13104.0,12991.0,12016.0,11434.0,12383.0,11593.0,11711.0,12251.0,10942.0,10654.0,11033.0,11626.0,12351.0,12427.0,10309.0,11146.0,524288
2,4493.0,4856.0,3913.0,3956.0,4546.0,3851.0,4152.0,4942.0,4036.0,3851.0,3993.0,4060.0,4410.0,4418.0,3679.0,4283.0,524288
3,1321.0,1851.0,1833.0,1698.0,1883.0,1834.0,1744.0,1985.0,1797.0,1601.0,1780.0,1802.0,1931.0,1926.0,1737.0,1736.0,131072
4,717.0,964.0,940.0,970.0,1066.0,1002.0,914.0,1047.0,978.0,967.0,995.0,1069.0,1188.0,1103.0,957.0,1006.0,131072
5,73.0,278.0,270.0,302.0,309.0,364.0,289.0,372.0,300.0,303.0,332.0,363.0,366.0,405.0,315.0,308.0,32768
6,106.0,347.0,350.0,366.0,374.0,431.0,356.0,450.0,379.0,437.0,374.0,462.0,495.0,505.0,373.0,425.0,32768
7,4.0,32.0,47.0,58.0,55.0,70.0,43.0,69.0,67.0,65.0,66.0,62.0,66.0,88.0,58.0,68.0,8192
8,4.0,51.0,90.0,104.0,112.0,118.0,87.0,108.0,109.0,130.0,92.0,114.0,115.0,140.0,107.0,99.0,8192
9,0.0,0.0,1.0,8.0,8.0,9.0,1.0,8.0,3.0,7.0,5.0,3.0,5.0,6.0,5.0,4.0,2048
10,0.0,0.0,3.0,20.0,25.0,21.0,9.0,20.0,10.0,13.0,14.0,10.0,14.0,31.0,10.0,16.0,2048
11,0.0,0.0,28.0,0.0,0.0,22.0,6.0,5.0,15.0,9.0,10.0,13.0,7.0,8.0,13.0,8.0,512
12,0.0,0.0,10.0,2.0,3.0,14.0,0.0,1.0,7.0,1.0,4.0,4.0,4.0,6.0,4.0,5.0,512
13,12.0,20.0,19.0,19.0,19.0,23.0,16.0,24.0,16.0,20.0,21.0,18.0,19.0,21.0,17.0,21.0,128
14,5.0,20.0,22.0,14.0,16.0,18.0,18.0,16.0,18.0,16.0,19.0,13.0,14.0,13.0,17.0,20.0,128
