,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,9369.0,10101.0,10276.0,10193.0,8901.0,9297.0,9223.0,8936.0,9198.0,9149.0,9290.0,9137.0,8242.0,7893.0,8638.0,7718.0,524288
1,12645.0,11673.0,12212.0,12250.0,10188.0,10919.0,10505.0,9556.0,10122.0,10539.0,10697.0,10338.0,9277.0,8975.0,9731.0,8938.0,524288
2,4196.0,4031.0,3910.0,3946.0,3136.0,3330.0,3157.0,3088.0,3660.0,3694.0,3723.0,3652.0,3209.0,3148.0,3465.0,2944.0,524288
3,1168.0,1546.0,1719.0,1696.0,1285.0,1417.0,1385.0,1342.0,1577.0,1577.0,1687.0,1625.0,1497.0,1428.0,1518.0,1235.0,131072
4,637.0,861.0,1043.0,1031.0,824.0,789.0,819.0,863.0,1006.0,952.0,1000.0,1052.0,926.0,927.0,965.0,740.0,131072
5,34.0,175.0,252.0,272.0,233.0,185.0,228.0,232.0,286.0,295.0,309.0,341.0,296.0,296.0,296.0,223.0,32768
6,16.0,206.0,360.0,357.0,334.0,220.0,292.0,313.0,416.0,381.0,408.0,430.0,387.0,427.0,398.0,256.0,32768
7,0.0,10.0,45.0,54.0,49.0,26.0,41.0,45.0,81.0,54.0,71.0,68.0,65.0,73.0,62.0,39.0,8192
8,0.0,13.0,85.0,91.0,75.0,53.0,63.0,80.0,133.0,83.0,132.0,111.0,116.0,128.0,99.0,68.0,8192
9,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,4.0,5.0,7.0,6.0,4.0,5.0,12.0,2.0,2048
10,0.0,0.0,2.0,6.0,7.0,5.0,6.0,14.0,11.0,12.0,16.0,24.0,9.0,17.0,19.0,15.0,2048
11,0.0,0.0,27.0,4.0,3.0,24.0,4.0,3.0,22.0,4.0,5.0,19.0,6.0,4.0,19.0,5.0,512
12,0.0,0.0,5.0,2.0,1.0,4.0,2.0,3.0,9.0,1.0,3.0,7.0,0.0,2.0,13.0,0.0,512
13,12.0,20.0,20.0,19.0,16.0,26.0,16.0,20.0,18.0,20.0,17.0,24.0,15.0,21.0,18.0,20.0,128
14,5.0,20.0,18.0,17.0,10.0,22.0,10.0,18.0,18.0,17.0,17.0,21.0,8.0,15.0,11.0,19.0,128
