,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,19492.0,23711.0,22009.0,17992.0,20109.0,21272.0,20039.0,19144.0,21730.0,19816.0,21045.0,19912.0,22229.0,21847.0,18941.0,20831.0,1048576
1,11248.0,21236.0,15655.0,12959.0,16780.0,15295.0,14911.0,14663.0,15903.0,14360.0,16402.0,13374.0,17034.0,16855.0,14747.0,13985.0,1048576
2,27094.0,41131.0,33825.0,28911.0,31842.0,31871.0,32525.0,29375.0,30398.0,30303.0,33727.0,27088.0,34767.0,36210.0,26605.0,29282.0,1048576
3,4783.0,10503.0,8709.0,8720.0,9983.0,9307.0,10642.0,10338.0,9984.0,9101.0,10948.0,8959.0,10284.0,11737.0,8898.0,9030.0,262144
4,16634.0,26433.0,22642.0,22513.0,23350.0,22752.0,24127.0,22970.0,22717.0,21936.0,23985.0,20863.0,23794.0,24991.0,20627.0,21655.0,262144
5,817.0,2511.0,2182.0,2179.0,2473.0,2372.0,2610.0,2570.0,2404.0,2063.0,2767.0,2311.0,2262.0,2896.0,2370.0,2434.0,65536
6,9455.0,16268.0,15035.0,15257.0,15358.0,14872.0,15657.0,15413.0,14841.0,14072.0,16099.0,13853.0,14949.0,16420.0,13803.0,14508.0,65536
7,203.0,885.0,900.0,988.0,895.0,871.0,1007.0,868.0,933.0,774.0,934.0,891.0,938.0,1050.0,827.0,885.0,16384
8,5042.0,10176.0,9552.0,9556.0,9529.0,9151.0,9608.0,9521.0,9108.0,8592.0,9955.0,8761.0,9285.0,10119.0,8657.0,9106.0,16384
9,84.0,270.0,264.0,301.0,296.0,292.0,337.0,297.0,348.0,270.0,311.0,299.0,272.0,343.0,271.0,278.0,8192
10,53.0,570.0,551.0,506.0,478.0,542.0,520.0,484.0,595.0,449.0,509.0,486.0,481.0,522.0,471.0,504.0,8192
11,98.0,588.0,549.0,532.0,568.0,595.0,646.0,540.0,652.0,514.0,547.0,574.0,586.0,619.0,539.0,571.0,8192
12,7.0,150.0,133.0,143.0,132.0,121.0,113.0,123.0,130.0,100.0,150.0,133.0,119.0,135.0,114.0,114.0,2048
13,77.0,607.0,567.0,561.0,560.0,598.0,658.0,538.0,649.0,555.0,568.0,600.0,603.0,653.0,569.0,591.0,2048
14,35.0,34.0,26.0,49.0,31.0,47.0,40.0,29.0,45.0,20.0,42.0,34.0,39.0,59.0,42.0,38.0,512
15,53.0,423.0,427.0,446.0,405.0,473.0,491.0,418.0,498.0,402.0,437.0,436.0,457.0,484.0,436.0,424.0,512
