,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,37567.0,31071.0,34478.0,27607.0,34965.0,30302.0,36132.0,30350.0,32283.0,32304.0,27593.0,32613.0,31303.0,31425.0,40625.0,28552.0,1048576
1,30092.0,25499.0,27363.0,14234.0,20308.0,21014.0,27504.0,14713.0,21117.0,21152.0,16820.0,20266.0,21252.0,24255.0,26250.0,19896.0,1048576
2,61267.0,48765.0,56217.0,35561.0,45479.0,41819.0,61426.0,38897.0,43064.0,45596.0,36615.0,42347.0,42746.0,48925.0,56704.0,38367.0,1048576
3,12311.0,12057.0,13626.0,9472.0,12529.0,12051.0,15746.0,10554.0,12468.0,12996.0,11171.0,12828.0,13324.0,13653.0,14495.0,9741.0,262144
4,31923.0,28503.0,33177.0,23748.0,28951.0,27246.0,35875.0,25248.0,28729.0,28928.0,25136.0,28257.0,28566.0,30807.0,31607.0,24658.0,262144
5,2395.0,2619.0,3393.0,2161.0,3206.0,3012.0,3611.0,2425.0,2701.0,3281.0,2905.0,3067.0,3202.0,3104.0,3409.0,2249.0,65536
6,16595.0,16250.0,18521.0,14130.0,17248.0,16419.0,19729.0,15139.0,16753.0,17027.0,15686.0,16948.0,17148.0,17933.0,17795.0,14684.0,65536
7,551.0,1006.0,1096.0,936.0,1024.0,985.0,1157.0,1006.0,1035.0,1055.0,1052.0,1157.0,1009.0,1131.0,1005.0,863.0,16384
8,8541.0,9199.0,10201.0,8555.0,9836.0,9658.0,10716.0,8894.0,9545.0,9842.0,9315.0,9898.0,9587.0,10139.0,9811.0,8406.0,16384
9,198.0,340.0,367.0,274.0,328.0,317.0,388.0,312.0,322.0,366.0,355.0,361.0,299.0,368.0,357.0,265.0,8192
10,228.0,607.0,550.0,468.0,572.0,558.0,536.0,532.0,542.0,564.0,533.0,517.0,499.0,566.0,505.0,454.0,8192
11,277.0,648.0,733.0,557.0,636.0,636.0,696.0,593.0,631.0,678.0,687.0,617.0,632.0,735.0,649.0,575.0,8192
12,43.0,151.0,160.0,123.0,147.0,150.0,150.0,126.0,145.0,158.0,151.0,152.0,124.0,151.0,135.0,117.0,2048
13,268.0,671.0,700.0,582.0,662.0,639.0,672.0,616.0,650.0,658.0,703.0,640.0,638.0,776.0,630.0,612.0,2048
14,12.0,45.0,51.0,57.0,45.0,44.0,49.0,42.0,37.0,54.0,49.0,40.0,59.0,66.0,51.0,50.0,512
15,191.0,498.0,510.0,461.0,471.0,470.0,469.0,448.0,480.0,475.0,503.0,451.0,480.0,557.0,452.0,473.0,512
