,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,27166.0,37251.0,33283.0,32181.0,30150.0,36979.0,32030.0,32401.0,36745.0,33480.0,32827.0,35303.0,28083.0,40287.0,31889.0,40425.0,1048576
1,24421.0,31470.0,22685.0,21197.0,21202.0,25469.0,22453.0,23081.0,22307.0,21138.0,22678.0,22154.0,21527.0,27971.0,23723.0,24750.0,1048576
2,41675.0,56600.0,43807.0,43901.0,38911.0,48937.0,44969.0,45893.0,47641.0,43783.0,45178.0,45184.0,35184.0,59423.0,43076.0,52361.0,1048576
3,8662.0,15023.0,12663.0,11779.0,12244.0,15584.0,13857.0,14130.0,13589.0,12181.0,13792.0,13567.0,11072.0,14828.0,11928.0,14880.0,262144
4,25550.0,34820.0,29224.0,29178.0,27920.0,33428.0,31183.0,31427.0,30840.0,27340.0,30621.0,30900.0,25876.0,35157.0,28184.0,32784.0,262144
5,1344.0,3183.0,3150.0,2410.0,2832.0,3521.0,3071.0,3129.0,2683.0,2992.0,3411.0,2796.0,3002.0,3069.0,2876.0,3245.0,65536
6,14009.0,20041.0,18295.0,17232.0,17667.0,20261.0,18684.0,19251.0,17984.0,16760.0,19093.0,17887.0,16883.0,19546.0,17476.0,19026.0,65536
7,258.0,1062.0,1013.0,961.0,1015.0,1161.0,1024.0,1081.0,985.0,868.0,1134.0,951.0,906.0,1128.0,893.0,1092.0,16384
8,7041.0,10865.0,10128.0,9448.0,9878.0,11229.0,10323.0,10537.0,9623.0,9583.0,10528.0,9699.0,9778.0,10345.0,9808.0,10350.0,16384
9,43.0,256.0,238.0,291.0,263.0,347.0,322.0,327.0,273.0,250.0,330.0,259.0,266.0,313.0,251.0,301.0,8192
10,31.0,483.0,470.0,637.0,407.0,532.0,522.0,501.0,432.0,388.0,542.0,382.0,478.0,480.0,415.0,497.0,8192
11,49.0,526.0,505.0,585.0,479.0,651.0,591.0,610.0,483.0,519.0,570.0,486.0,574.0,552.0,486.0,594.0,8192
12,4.0,113.0,135.0,91.0,103.0,99.0,118.0,106.0,108.0,86.0,114.0,96.0,130.0,103.0,111.0,116.0,2048
13,44.0,549.0,563.0,576.0,535.0,655.0,632.0,614.0,522.0,504.0,593.0,537.0,626.0,601.0,515.0,627.0,2048
14,35.0,32.0,33.0,28.0,21.0,39.0,37.0,45.0,21.0,36.0,37.0,23.0,46.0,36.0,50.0,25.0,512
15,31.0,410.0,410.0,406.0,381.0,453.0,446.0,428.0,363.0,373.0,450.0,384.0,460.0,451.0,385.0,440.0,512
