,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,20051.0,16423.0,21559.0,20174.0,20716.0,15916.0,16144.0,23206.0,19343.0,18806.0,22074.0,15782.0,16907.0,20554.0,17976.0,19093.0,1048576
1,4032.0,13308.0,25315.0,19423.0,9547.0,13996.0,16130.0,12827.0,18738.0,20902.0,10412.0,13413.0,15664.0,11842.0,20078.0,15492.0,1048576
2,20515.0,23945.0,44240.0,33841.0,24783.0,22236.0,22164.0,28239.0,30782.0,29455.0,25866.0,20338.0,22132.0,24787.0,26528.0,24650.0,1048576
3,2494.0,4747.0,11177.0,8358.0,5235.0,6265.0,6946.0,7912.0,9522.0,11090.0,7047.0,6232.0,7178.0,7561.0,9378.0,7720.0,262144
4,13617.0,18148.0,28916.0,23651.0,17609.0,18038.0,19133.0,20821.0,22511.0,23370.0,18227.0,16292.0,18083.0,18870.0,21218.0,19049.0,262144
5,103.0,1124.0,2591.0,1783.0,1226.0,1666.0,2166.0,1990.0,2454.0,3012.0,1718.0,1526.0,1947.0,1665.0,2956.0,1913.0,65536
6,7083.0,11677.0,18397.0,15366.0,11394.0,13091.0,14073.0,13843.0,15524.0,16135.0,11860.0,11447.0,13010.0,12473.0,15346.0,12932.0,65536
7,23.0,461.0,770.0,765.0,598.0,748.0,875.0,700.0,903.0,909.0,572.0,670.0,891.0,728.0,824.0,780.0,16384
8,3126.0,7298.0,10927.0,9319.0,7414.0,8518.0,9112.0,8511.0,9487.0,9640.0,7229.0,7565.0,8609.0,7969.0,9578.0,8288.0,16384
9,106.0,155.0,236.0,264.0,186.0,243.0,225.0,239.0,291.0,248.0,221.0,195.0,267.0,254.0,215.0,290.0,8192
10,87.0,390.0,548.0,579.0,414.0,542.0,493.0,523.0,592.0,477.0,519.0,428.0,540.0,551.0,490.0,515.0,8192
11,155.0,415.0,444.0,483.0,356.0,428.0,426.0,428.0,518.0,442.0,449.0,402.0,504.0,486.0,412.0,504.0,8192
12,10.0,105.0,108.0,136.0,105.0,143.0,142.0,136.0,147.0,120.0,128.0,92.0,114.0,152.0,117.0,136.0,2048
13,87.0,454.0,445.0,506.0,369.0,463.0,473.0,453.0,530.0,447.0,485.0,423.0,528.0,546.0,447.0,557.0,2048
14,34.0,25.0,35.0,42.0,27.0,57.0,57.0,59.0,70.0,32.0,46.0,38.0,51.0,55.0,50.0,52.0,512
15,40.0,320.0,349.0,376.0,297.0,363.0,378.0,387.0,421.0,352.0,406.0,352.0,420.0,448.0,369.0,442.0,512
