,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,32097.0,25481.0,25889.0,18633.0,21569.0,20760.0,20661.0,17680.0,18599.0,19867.0,21773.0,20856.0,20421.0,21048.0,21491.0,20814.0,1048576
1,26779.0,16683.0,22720.0,16503.0,16608.0,10095.0,16538.0,15029.0,11301.0,16905.0,18904.0,11400.0,17305.0,18471.0,11371.0,16414.0,1048576
2,63625.0,39316.0,45908.0,29491.0,33694.0,23807.0,30407.0,26221.0,21299.0,30691.0,34725.0,23984.0,30383.0,33797.0,24646.0,29685.0,1048576
3,6044.0,7254.0,10601.0,6969.0,8994.0,6237.0,9363.0,8957.0,6144.0,9370.0,11244.0,7325.0,9318.0,10407.0,6631.0,9677.0,262144
4,26497.0,24737.0,27522.0,19680.0,22285.0,17079.0,22119.0,20183.0,16313.0,21227.0,23816.0,18406.0,20950.0,23091.0,17628.0,21398.0,262144
5,959.0,1798.0,2285.0,1610.0,2032.0,1556.0,2613.0,2260.0,1525.0,2387.0,2841.0,1931.0,2245.0,2436.0,1866.0,2518.0,65536
6,11090.0,14545.0,16275.0,12589.0,14134.0,11264.0,14674.0,13616.0,10962.0,14070.0,15247.0,12190.0,13236.0,14662.0,11734.0,14126.0,65536
7,146.0,598.0,1014.0,659.0,980.0,784.0,1033.0,1017.0,747.0,959.0,1119.0,847.0,867.0,1102.0,759.0,996.0,16384
8,4606.0,8502.0,9649.0,7876.0,8802.0,7506.0,9048.0,8600.0,7350.0,8838.0,9483.0,7899.0,8413.0,9066.0,7689.0,8851.0,16384
9,178.0,194.0,310.0,205.0,280.0,272.0,318.0,329.0,232.0,261.0,336.0,268.0,236.0,353.0,226.0,284.0,8192
10,217.0,476.0,609.0,398.0,641.0,544.0,573.0,643.0,481.0,583.0,677.0,498.0,516.0,658.0,415.0,564.0,8192
11,264.0,395.0,515.0,359.0,525.0,427.0,537.0,522.0,389.0,458.0,580.0,423.0,479.0,583.0,375.0,530.0,8192
12,30.0,121.0,102.0,78.0,139.0,123.0,136.0,130.0,128.0,142.0,163.0,124.0,122.0,164.0,96.0,131.0,2048
13,200.0,431.0,508.0,404.0,577.0,471.0,546.0,534.0,433.0,522.0,605.0,471.0,514.0,584.0,388.0,530.0,2048
14,25.0,31.0,14.0,34.0,39.0,23.0,32.0,33.0,42.0,46.0,46.0,25.0,47.0,36.0,28.0,45.0,512
15,142.0,330.0,378.0,349.0,453.0,385.0,420.0,401.0,382.0,437.0,464.0,389.0,445.0,420.0,315.0,426.0,512
