,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,21778.0,36566.0,25680.0,21448.0,23906.0,22166.0,28504.0,21792.0,31895.0,23822.0,19241.0,27829.0,25866.0,20637.0,31624.0,23874.0,1048576
1,6897.0,24076.0,14137.0,12774.0,13554.0,13132.0,23865.0,13661.0,14598.0,14651.0,14116.0,13574.0,16523.0,17393.0,14982.0,14141.0,1048576
2,25264.0,62943.0,35140.0,29293.0,29043.0,26243.0,47477.0,27824.0,38323.0,31124.0,25458.0,32685.0,34778.0,32217.0,38674.0,30400.0,1048576
3,3597.0,11097.0,6830.0,6836.0,8018.0,7025.0,11252.0,7826.0,8658.0,8530.0,7295.0,8532.0,10398.0,8982.0,9180.0,8658.0,262144
4,15947.0,32142.0,21892.0,20503.0,19526.0,18214.0,26968.0,19602.0,22065.0,20116.0,18144.0,21104.0,22084.0,20976.0,22130.0,19950.0,262144
5,413.0,2477.0,1695.0,1504.0,2099.0,2747.0,2651.0,1563.0,1951.0,2598.0,2187.0,1988.0,2352.0,2267.0,2549.0,2285.0,65536
6,8744.0,16841.0,13354.0,12224.0,12325.0,12091.0,15055.0,11746.0,12891.0,12655.0,11410.0,12271.0,13275.0,12896.0,12764.0,12214.0,65536
7,117.0,1009.0,784.0,872.0,909.0,909.0,951.0,837.0,878.0,912.0,792.0,851.0,954.0,884.0,849.0,916.0,16384
8,4234.0,10568.0,8744.0,8405.0,8408.0,8564.0,9144.0,8040.0,8187.0,8827.0,7592.0,8349.0,8531.0,8431.0,8355.0,8355.0,16384
9,106.0,293.0,204.0,245.0,252.0,242.0,241.0,202.0,231.0,219.0,231.0,223.0,256.0,206.0,258.0,222.0,8192
10,72.0,524.0,504.0,500.0,485.0,496.0,482.0,409.0,526.0,430.0,448.0,503.0,485.0,432.0,560.0,384.0,8192
11,134.0,543.0,420.0,450.0,503.0,475.0,478.0,396.0,463.0,391.0,433.0,476.0,460.0,415.0,496.0,398.0,8192
12,15.0,127.0,100.0,106.0,142.0,100.0,121.0,120.0,127.0,105.0,93.0,117.0,104.0,113.0,126.0,100.0,2048
13,101.0,514.0,478.0,471.0,569.0,517.0,530.0,463.0,512.0,434.0,469.0,543.0,507.0,485.0,561.0,435.0,2048
14,23.0,18.0,34.0,27.0,48.0,17.0,34.0,38.0,39.0,37.0,30.0,38.0,49.0,34.0,38.0,39.0,512
15,75.0,351.0,364.0,361.0,449.0,353.0,408.0,382.0,389.0,365.0,375.0,412.0,402.0,393.0,427.0,368.0,512
